time,temperature, vibrationX, vibrationY, vibrationZ
2025-12-27T05:14:20.936Z,0,0,0,0
2025-12-27T05:15:20.935Z,0,0,0,0
2025-12-27T05:16:20.936Z,0,0,0,0
2025-12-27T05:17:20.935Z,0,0,0,0
2025-12-27T05:18:20.936Z,0,0,0,0
2025-12-27T05:19:20.938Z,0,0,0,0
2025-12-27T05:20:20.938Z,0,0,0,0
2025-12-27T05:21:20.938Z,0,0,0,0
2025-12-27T05:22:20.939Z,0,0,0,0
2025-12-27T05:23:20.940Z,0,0,0,0
2025-12-27T05:24:20.940Z,0,0,0,0
2025-12-27T05:25:20.939Z,0,0,0,0
2025-12-27T05:26:20.941Z,0,0,0,0
2025-12-27T05:27:20.945Z,0,0,0,0
2025-12-27T05:28:20.943Z,0,0,0,0
2025-12-27T05:29:20.946Z,0,0,0,0
2025-12-27T05:30:20.946Z,0,0,0,0
2025-12-27T05:31:20.947Z,0,0,0,0
2025-12-27T05:32:20.949Z,0,0,0,0
2025-12-27T05:33:20.948Z,0,0,0,0
2025-12-27T05:34:20.951Z,0,0,0,0
2025-12-27T05:35:20.958Z,0,0,0,0
2025-12-27T05:36:20.952Z,0,0,0,0
2025-12-27T05:37:20.954Z,0,0,0,0
2025-12-27T05:38:20.956Z,0,0,0,0
2025-12-27T05:39:20.958Z,0,0,0,0
2025-12-27T05:40:20.959Z,0,0,0,0
2025-12-27T05:41:20.960Z,0,0,0,0
2025-12-27T05:42:20.960Z,0,0,0,0
2025-12-27T05:43:20.961Z,0,0,0,0
2025-12-27T05:44:20.960Z,0,0,0,0
2025-12-27T05:45:20.961Z,0,0,0,0
2025-12-27T05:46:20.961Z,0,0,0,0
2025-12-27T05:47:20.963Z,0,0,0,0
2025-12-27T05:48:20.962Z,0,0,0,0
2025-12-27T05:49:20.964Z,0,0,0,0
2025-12-27T05:50:20.964Z,0,0,0,0
2025-12-27T05:51:20.966Z,0,0,0,0
2025-12-27T05:52:20.966Z,0,0,0,0
2025-12-27T05:53:20.966Z,0,0,0,0
2025-12-27T05:54:20.968Z,0,0,0,0
2025-12-27T05:55:20.967Z,0,0,0,0
2025-12-27T05:56:20.968Z,0,0,0,0
2025-12-27T05:57:20.968Z,0,0,0,0
2025-12-27T05:58:20.969Z,0,0,0,0
2025-12-27T05:59:20.971Z,0,0,0,0
2025-12-27T06:00:20.971Z,0,0,0,0
2025-12-27T06:01:20.972Z,0,0,0,0
2025-12-27T06:02:20.971Z,0,0,0,0
