time,temperature, vibrationX, vibrationY, vibrationZ
2025-12-29T03:29:52.480Z,0.32700000000000007,216.09677419354838,146.8709677419355,93.29032258064517
2025-12-29T03:30:52.477Z,0.33000000000000007,94.33333333333333,144.8,90.06666666666666
2025-12-29T03:31:52.479Z,0.33126666666666665,824.8333333333334,2826.6666666666665,1014.1666666666666
2025-12-29T03:32:52.479Z,0.33,211.73333333333332,1019.3,434.3333333333333
2025-12-29T03:33:52.481Z,0.33113333333333356,125.36666666666666,94.43333333333334,71.2
2025-12-29T03:34:52.503Z,0.3339000000000001,174.13333333333333,215.86666666666667,117.63333333333334
2025-12-29T03:35:52.482Z,0.3362666666666666,91.1,84.86666666666666,66.26666666666667
2025-12-29T03:36:52.484Z,0.3382000000000001,73.53333333333333,86.4,67.53333333333333
2025-12-29T03:37:52.483Z,0.33943333333333336,203,112.26666666666667,82.7
2025-12-29T03:38:52.514Z,0.3399,46.96666666666667,65.56666666666666,63.5
2025-12-29T03:39:52.484Z,0.3401999999999999,46.5,65.16666666666667,60.2
2025-12-29T03:40:52.484Z,0.34053333333333324,44.8,65.26666666666667,60.96666666666667
2025-12-29T03:41:52.486Z,0.3406999999999999,110.9,89.26666666666667,68.36666666666666
2025-12-29T03:42:52.506Z,0.3396666666666666,318.93333333333334,1897.6333333333334,671.8
2025-12-29T03:43:52.485Z,0.3373333333333333,206.63333333333333,966.4333333333333,415.9
2025-12-29T03:44:52.487Z,0.33719999999999983,116.7,568.9,246.56666666666666
2025-12-29T03:45:52.488Z,0.33723333333333333,269.3666666666667,1807.1666666666667,637.3666666666667
2025-12-29T03:46:52.491Z,0.336909090909091,145.1818181818182,186.36363636363637,104.72727272727273
