time,voltage,current,power,energy,frequency,pf
2025-09-09T05:24:23.278Z,232.07096774193553,0.017645161290322578,1.7064516129032261,2532,50,0.7048387096774194
2025-09-09T05:25:23.278Z,232.20000000000007,0.04106666666666668,3.686666666666666,2532,50,0.49633333333333346
2025-09-09T05:26:23.279Z,232.05000000000007,0.06406666666666665,5.820000000000001,2532,50,0.3913333333333335
2025-09-09T05:27:23.280Z,232.19999999999993,0.06386666666666664,5.786666666666665,2532,50,0.3900000000000002
2025-09-09T05:28:23.281Z,232.09000000000006,0.0637,5.753333333333333,2532,50,0.3883333333333335
2025-09-09T05:29:23.281Z,232.0266666666667,0.06366666666666668,5.740000000000001,2532,50,0.3873333333333334
2025-09-09T05:30:23.281Z,231.98999999999995,0.06336666666666667,5.72,2532,50,0.3883333333333334
2025-09-09T05:31:23.281Z,232.04000000000002,0.062433333333333355,5.603333333333335,2532,50,0.3860000000000001
2025-09-09T05:32:23.281Z,232.02333333333348,0.061733333333333335,5.523333333333332,2532,50,0.3850000000000001
2025-09-09T05:33:23.281Z,232.02333333333326,0.06313333333333335,5.686666666666665,2532,50,0.3873333333333335
2025-09-09T05:34:23.282Z,231.95333333333323,0.06336666666666667,5.726666666666666,2532,49.96666666666668,0.3890000000000001
2025-09-09T05:35:23.283Z,231.89333333333326,0.06286666666666668,5.656666666666666,2532,49.93333333333335,0.3870000000000002
2025-09-09T05:36:23.284Z,231.92999999999998,0.06280000000000002,5.636666666666668,2532.866666666667,49.93666666666666,0.38566666666666677
2025-09-09T05:37:23.284Z,232.04000000000008,0.06316666666666669,5.663333333333331,2533,50,0.38500000000000006
2025-09-09T05:38:23.285Z,232.04000000000005,0.06276666666666669,5.616666666666666,2533,50,0.3840000000000002
2025-09-09T05:39:23.285Z,232.04333333333332,0.06353333333333333,5.666666666666665,2533,50,0.3826666666666669
2025-09-09T05:40:23.298Z,232.0333333333334,0.04626666666666666,4.196666666666666,2533,50,0.47666666666666707
2025-09-09T05:41:23.298Z,232.10666666666668,0.06366666666666666,5.686666666666666,2533,50,0.3830000000000001
2025-09-09T05:42:23.299Z,232.06333333333336,0.05643333333333332,4.893333333333332,2533,50,0.3736666666666665
2025-09-09T05:43:23.300Z,232.06,0.053200000000000004,4.546666666666666,2533,50,0.36999999999999983
2025-09-09T05:44:23.301Z,232.01333333333335,0.05340000000000001,4.536666666666665,2533,50,0.36899999999999983
2025-09-09T05:45:23.302Z,232.00999999999996,0.0533,4.543333333333332,2533,50,0.36899999999999983
2025-09-09T05:46:23.302Z,231.96000000000004,0.053366666666666666,4.566666666666665,2533,50,0.3693333333333332
2025-09-09T05:47:23.303Z,232.06,0.05306666666666666,4.533333333333332,2533.9333333333334,50,0.36999999999999983
2025-09-09T05:48:23.303Z,232.08000000000007,0.05286666666666665,4.549999999999998,2534,50,0.36999999999999983
2025-09-09T05:49:23.304Z,232.07999999999998,0.05329999999999999,4.593333333333331,2534,50,0.3703333333333331
2025-09-09T05:50:23.305Z,232.17666666666662,0.05316666666666667,4.569999999999998,2534,50,0.36999999999999983
2025-09-09T05:51:23.305Z,232.15999999999997,0.05316666666666666,4.563333333333332,2534,50,0.36999999999999983
2025-09-09T05:52:23.306Z,232.06999999999982,0.053266666666666664,4.586666666666664,2534,50,0.36999999999999983
2025-09-09T05:53:23.307Z,232.0166666666667,0.053300000000000014,4.58333333333333,2534,50,0.36999999999999983
2025-09-09T05:54:23.308Z,231.83666666666676,0.05346666666666667,4.579999999999998,2534,50,0.3696666666666665
2025-09-09T05:55:23.308Z,231.89333333333332,0.05336666666666667,4.566666666666665,2534,50,0.3696666666666665
2025-09-09T05:56:23.309Z,231.93999999999994,0.05373333333333336,4.593333333333332,2534,50,0.36999999999999983
2025-09-09T05:57:23.311Z,231.87666666666658,0.05390000000000002,4.563333333333332,2534,50,0.3669999999999999
2025-09-09T05:58:23.312Z,231.90333333333334,0.05393333333333336,4.553333333333332,2534,50,0.3659999999999999
2025-09-09T05:59:23.312Z,231.70666666666662,0.053933333333333354,4.54,2534,50,0.3639999999999999
2025-09-09T06:00:23.312Z,231.67333333333335,0.0532,4.576666666666665,2534,49.92000000000002,0.3696666666666665
2025-09-09T06:01:23.312Z,231.65999999999997,0.05280000000000002,4.540000000000001,2534.8333333333335,49.926666666666684,0.3696666666666665
2025-09-09T06:02:23.312Z,231.7133333333333,0.05283333333333335,4.526666666666668,2535,49.983333333333334,0.3720000000000001
2025-09-09T06:03:23.312Z,231.65666666666664,0.054833333333333324,4.739999999999999,2535,50,0.3753333333333332
2025-09-09T06:04:23.312Z,231.41666666666663,0.06230000000000002,5.516666666666667,2535,49.96666666666669,0.3820000000000002
2025-09-09T06:05:23.313Z,231.30333333333337,0.0753,6.906666666666667,2535,49.92333333333335,0.3970000000000001
2025-09-09T06:06:23.313Z,231.25666666666663,0.07139999999999999,6.4,2535,49.93666666666666,0.3876666666666668
2025-09-09T06:07:23.314Z,231.2566666666667,0.0705,6.310000000000002,2535,49.983333333333334,0.38666666666666677
2025-09-09T06:08:23.315Z,231.15,0.07016666666666667,6.27,2535,50,0.3863333333333336
2025-09-09T06:09:23.315Z,231.22333333333333,0.05360000000000001,4.510000000000001,2535,50,0.36499999999999994
2025-09-09T06:10:23.316Z,231.16000000000005,0.05393333333333336,4.563333333333332,2535,49.99333333333334,0.3669999999999998
2025-09-09T06:11:23.316Z,231.08,0.05590000000000001,4.676666666666666,2535.7,49.94666666666668,0.3603333333333333
2025-09-09T06:12:23.316Z,231.12333333333345,0.06560000000000002,5.726666666666666,2536,49.99333333333334,0.37766666666666665
2025-09-09T06:13:23.317Z,231.07333333333338,0.06633333333333334,5.790000000000001,2536,49.989999999999995,0.3773333333333334
2025-09-09T06:14:23.318Z,231.04000000000002,0.06623333333333334,5.793333333333333,2536,49.97,0.37833333333333347
2025-09-09T06:15:23.319Z,230.93,0.06563333333333335,5.736666666666667,2536,49.976666666666674,0.37800000000000006
2025-09-09T06:16:23.320Z,230.95000000000002,0.06603333333333333,5.793333333333333,2536,49.99333333333333,0.37966666666666676
2025-09-09T06:17:23.320Z,231.0066666666667,0.06583333333333335,5.763333333333332,2536,50,0.3786666666666667
2025-09-09T06:18:23.322Z,231.07999999999998,0.05946666666666666,5.699999999999999,2536,49.96000000000001,0.41633333333333333
2025-09-09T06:19:23.323Z,231.06333333333342,0.06056666666666666,5.74,2536,49.976666666666674,0.4090000000000001
2025-09-09T06:20:23.324Z,231.06666666666666,0.05973333333333333,5.74,2536,49.99,0.4166666666666667
2025-09-09T06:21:23.325Z,231.0600000000001,0.06043333333333332,5.666666666666666,2536,49.99333333333334,0.40400000000000014
2025-09-09T06:22:23.327Z,231.01000000000002,0.06056666666666667,5.76,2536.366666666667,49.93000000000002,0.4120000000000001
2025-09-09T06:23:23.327Z,231.00666666666666,0.06113333333333333,5.743333333333334,2537,49.97333333333333,0.40566666666666684
2025-09-09T06:24:23.329Z,231.19,0.06046666666666667,5.749999999999998,2537,50,0.4110000000000001
2025-09-09T06:25:23.330Z,231.2666666666667,0.06043333333333332,5.666666666666666,2537,50,0.40466666666666684
2025-09-09T06:26:23.330Z,231.39333333333332,0.06836666666666667,6.5566666666666675,2537,50,0.41333333333333333
2025-09-09T06:27:23.330Z,231.3433333333334,0.06366666666666668,5.753333333333332,2537,50,0.39066666666666666
2025-09-09T06:28:23.330Z,231.30333333333334,0.06616666666666667,5.713333333333334,2537,50,0.37299999999999994
2025-09-09T06:29:23.330Z,231.23666666666668,0.06646666666666666,5.71,2537,50,0.37099999999999983
2025-09-09T06:30:23.332Z,231.2266666666666,0.06616666666666667,5.706666666666666,2537,50,0.3703333333333332
2025-09-09T06:31:23.333Z,231.18666666666667,0.06923333333333333,6.033333333333335,2537,50,0.376
2025-09-09T06:32:23.334Z,231.19,0.054333333333333345,4.566666666666666,2537.9,50,0.3636666666666665
2025-09-09T06:33:23.334Z,231.25000000000003,0.05446666666666667,4.52,2538,49.986666666666665,0.3573333333333332
2025-09-09T06:34:23.335Z,231.35000000000002,0.05446666666666669,4.54,2538,50,0.3593333333333332
2025-09-09T06:35:23.336Z,231.3066666666667,0.05410000000000003,4.566666666666665,2538,50,0.36566666666666653
2025-09-09T06:36:23.338Z,231.2766666666667,0.05390000000000002,4.569999999999998,2538,50,0.368
2025-09-09T06:40:23.102Z,231.31612903225806,0.05393548387096776,4.574193548387094,2538,50,0.3680645161290321
2025-09-09T06:41:23.102Z,231.26999999999998,0.05433333333333336,4.619999999999999,2538,49.98000000000002,0.3686666666666667
2025-09-09T06:42:23.102Z,231.28000000000003,0.014866666666666667,1.8199999999999983,2538,49.97333333333334,0.8076666666666666
2025-09-09T06:43:23.103Z,231.30333333333334,0,0.8300000000000002,2538,49.989999999999995,1
2025-09-09T06:44:23.103Z,231.3866666666667,0,0.8066666666666671,2538,50,1
2025-09-09T06:45:23.104Z,231.23666666666662,0,0.816666666666667,2538,49.926666666666684,1
2025-09-09T06:46:23.104Z,231.37333333333328,0,0.8100000000000004,2538,49.986666666666665,1
2025-09-09T06:47:23.130Z,231.3033333333334,0,0.8066666666666669,2538,50,1
2025-09-09T06:48:23.129Z,231.30333333333337,0,0.8100000000000004,2538,50,1
2025-09-09T06:49:23.130Z,231.15333333333328,0.05846666666666665,5.286666666666667,2538,49.91666666666669,0.44800000000000023
2025-09-09T06:50:25.006Z,231.34333333333333,0.06453333333333332,5.796666666666666,2538,49.95666666666666,0.3876666666666668
2025-09-09T06:51:25.007Z,231.39999999999986,0.06370967741935483,5.716129032258065,2538,50,0.38677419354838727
2025-09-09T06:52:28.949Z,231.36129032258063,0.06438709677419356,5.758064516129032,2538.7741935483873,50,0.3858064516129034
