time,voltage,current,power,energy,frequency,pf
2025-09-05T07:00:07.986Z,0,0,0,0,0,0
2025-09-05T07:01:07.986Z,0,0,0,0,0,0
2025-09-05T07:02:07.987Z,0,0,0,0,0,0
2025-09-05T07:03:07.987Z,0,0,0,0,0,0
2025-09-05T07:04:07.987Z,0,0,0,0,0,0
2025-09-05T07:05:07.989Z,0,0,0,0,0,0
2025-09-05T07:06:07.989Z,0,0,0,0,0,0
2025-09-05T07:07:07.991Z,0,0,0,0,0,0
2025-09-05T07:08:07.993Z,0,0,0,0,0,0
2025-09-05T07:09:07.993Z,0,0,0,0,0,0
2025-09-05T07:10:07.993Z,0,0,0,0,0,0
2025-09-05T07:11:07.994Z,0,0,0,0,0,0
2025-09-05T07:12:07.994Z,0,0,0,0,0,0
2025-09-05T07:13:07.995Z,179.94,0,0,1941.2,38.31333333333334,0
2025-09-05T07:14:07.996Z,234.62666666666664,0,0,2532,50,0
2025-09-05T07:15:07.995Z,234.65666666666664,0,0,2532,49.99333333333334,0
2025-09-05T07:16:07.997Z,234.83000000000004,0,0,2532,49.983333333333334,0
2025-09-05T07:17:07.997Z,234.5533333333333,0,0,2532,50,0
2025-09-05T07:18:07.998Z,234.53,0,0,2532,50,0
2025-09-05T07:19:07.998Z,234.6833333333334,0.011400000000000002,0.013333333333333334,2532,50,0.002
2025-09-05T07:20:08.000Z,234.84666666666672,0,0,2532,50,0
2025-09-05T07:21:08.000Z,234.9333333333333,0,0,2532,50,0
2025-09-05T07:22:08.000Z,234.7333333333333,0,0,2532,50,0
2025-09-05T07:23:08.000Z,235.51333333333332,0,0,2532,50,0
2025-09-05T07:24:08.000Z,235.30333333333328,0,0,2532,50,0
2025-09-05T07:25:08.001Z,235.09333333333333,0,0,2532,50,0
2025-09-05T07:26:08.003Z,234.96999999999994,0,0,2532,50,0
2025-09-05T07:27:08.005Z,234.8,0,0,2532,49.95666666666666,0
2025-09-05T07:28:08.004Z,235.0466666666667,0,0,2532,50,0
2025-09-05T07:29:08.005Z,235.45333333333335,0,0,2532,50,0
2025-09-05T07:30:08.005Z,235.63999999999987,0.0030666666666666668,0.013333333333333334,2532,50,0.0013333333333333333
2025-09-05T07:31:08.005Z,235.54999999999993,0,0,2532,50,0
2025-09-05T07:32:08.005Z,234.87333333333336,0,0,2532,50,0
2025-09-05T07:33:08.005Z,234.75333333333336,0,0,2532,49.98333333333334,0
2025-09-05T07:34:08.006Z,234.65333333333334,0,0,2532,49.95000000000002,0
2025-09-05T07:35:08.006Z,234.9866666666666,0,0,2532,49.99666666666667,0
2025-09-05T07:36:08.006Z,235.5,0,0,2532,50,0
2025-09-05T07:37:08.005Z,235.70999999999998,0,0,2532,50,0
2025-09-05T07:38:08.006Z,235.90666666666664,0,0,2532,50,0
2025-09-05T07:39:08.005Z,235.4666666666667,0,0,2532,50,0
2025-09-05T07:40:08.006Z,234.71999999999997,0,0,2532,50,0
2025-09-05T07:41:08.006Z,234.81666666666672,0,0,2532,50,0
2025-09-05T08:59:05.231Z,237.11999999999998,0,0,2532,50,0
2025-09-05T09:00:05.231Z,236.9,0.027333333333333352,0.013333333333333334,2532,50,0.0016666666666666668
2025-09-05T09:01:05.231Z,236.86999999999998,0.03863333333333334,0.02,2532,50,0.002
2025-09-05T09:02:05.231Z,236.99333333333328,0.037700000000000004,0.18333333333333332,2532,50,0.019000000000000003
2025-09-05T09:03:05.231Z,236.97333333333333,0.028033333333333344,0.02,2532,50,0.002
2025-09-05T09:04:05.231Z,237.31666666666663,0,0,2532,50,0
2025-09-05T09:05:05.233Z,237.43333333333328,0,0,2532,50,0
