time,temperature, vibrationX, vibrationY, vibrationZ
2025-12-23T05:11:20.395Z,0,0,0,0
2025-12-23T05:12:20.398Z,0,0,0,0
2025-12-23T05:13:20.400Z,0,0,0,0
2025-12-23T05:14:20.398Z,0,0,0,0
2025-12-23T05:15:20.404Z,0,0,0,0
2025-12-23T05:16:20.402Z,0,0,0,0
2025-12-23T05:17:20.404Z,0,0,0,0
2025-12-23T05:18:20.403Z,0,0,0,0
2025-12-23T05:19:20.406Z,0,0,0,0
2025-12-23T05:20:20.407Z,0,0,0,0
2025-12-23T05:21:20.407Z,0,0,0,0
2025-12-23T05:22:20.407Z,0,0,0,0
2025-12-23T05:23:20.408Z,0,0,0,0
2025-12-23T05:24:20.407Z,0,0,0,0
2025-12-23T05:25:20.407Z,0,0,0,0
2025-12-23T05:26:20.409Z,0,0,0,0
2025-12-23T05:27:20.409Z,0,0,0,0
2025-12-23T05:28:20.411Z,0,0,0,0
2025-12-23T05:29:20.410Z,0,0,0,0
2025-12-23T05:30:20.411Z,0,0,0,0
2025-12-23T05:31:20.411Z,0,0,0,0
2025-12-23T05:32:20.412Z,0,0,0,0
2025-12-23T05:33:20.412Z,0,0,0,0
2025-12-23T05:34:20.412Z,0,0,0,0
2025-12-23T05:35:20.412Z,0,0,0,0
2025-12-23T05:36:20.412Z,0,0,0,0
2025-12-23T05:37:20.412Z,0,0,0,0
2025-12-23T05:38:20.413Z,0,0,0,0
2025-12-23T05:39:20.413Z,0,0,0,0
2025-12-23T05:40:20.414Z,0,0,0,0
2025-12-23T05:41:20.414Z,0,0,0,0
2025-12-23T05:42:20.414Z,0,0,0,0
2025-12-23T05:43:20.412Z,0,0,0,0
2025-12-23T05:44:20.414Z,0,0,0,0
2025-12-23T05:45:20.415Z,0,0,0,0
2025-12-23T05:46:20.415Z,0,0,0,0
2025-12-23T05:47:20.414Z,0,0,0,0
2025-12-23T05:48:20.419Z,0,0,0,0
2025-12-23T05:49:20.419Z,0,0,0,0
2025-12-23T05:50:20.418Z,0,0,0,0
2025-12-23T05:51:20.419Z,0,0,0,0
2025-12-23T05:52:20.419Z,0,0,0,0
2025-12-23T05:53:20.420Z,0,0,0,0
2025-12-23T05:54:20.419Z,0,0,0,0
2025-12-23T05:55:20.422Z,0,0,0,0
2025-12-23T05:56:20.422Z,0,0,0,0
2025-12-23T05:57:20.423Z,0,0,0,0
2025-12-23T05:58:20.423Z,0,0,0,0
2025-12-23T05:59:20.424Z,0,0,0,0
2025-12-23T06:00:20.424Z,0,0,0,0
2025-12-23T06:01:20.424Z,0,0,0,0
2025-12-23T06:02:20.424Z,0,0,0,0
2025-12-23T06:03:20.425Z,0,0,0,0
2025-12-23T06:04:20.424Z,0,0,0,0
2025-12-23T06:05:20.425Z,0,0,0,0
2025-12-23T06:06:20.425Z,0,0,0,0
2025-12-23T06:07:20.426Z,0,0,0,0
2025-12-23T06:08:20.425Z,0,0,0,0
2025-12-23T06:09:20.426Z,0,0,0,0
2025-12-23T06:10:20.427Z,0,0,0,0
2025-12-23T06:11:20.427Z,0,0,0,0
2025-12-23T06:12:20.427Z,0,0,0,0
2025-12-23T06:13:20.426Z,0,0,0,0
2025-12-23T06:14:20.428Z,0,0,0,0
2025-12-23T06:15:20.428Z,0,0,0,0
2025-12-23T06:16:20.429Z,0,0,0,0
2025-12-23T06:17:20.428Z,0,0,0,0
2025-12-23T06:18:20.429Z,0,0,0,0
2025-12-23T06:19:20.429Z,0,0,0,0
2025-12-23T06:20:20.430Z,0,0,0,0
2025-12-23T06:21:20.431Z,0,0,0,0
2025-12-23T06:22:20.432Z,0,0,0,0
2025-12-23T06:23:20.433Z,0,0,0,0
2025-12-23T06:24:20.435Z,0,0,0,0
2025-12-23T06:25:20.436Z,0,0,0,0
2025-12-23T06:26:20.437Z,0,0,0,0
2025-12-23T06:27:20.437Z,0,0,0,0
2025-12-23T06:28:20.436Z,0,0,0,0
2025-12-23T06:29:20.436Z,0,0,0,0
2025-12-23T06:30:20.474Z,0,0,0,0
2025-12-23T06:31:20.471Z,0,0,0,0
2025-12-23T06:32:20.470Z,0,0,0,0
2025-12-23T06:33:20.807Z,0,0,0,0
2025-12-23T06:34:20.908Z,0,0,0,0
2025-12-23T06:35:20.907Z,0,0,0,0
2025-12-23T06:36:20.907Z,0,0,0,0
2025-12-23T06:37:21.044Z,0,0,0,0
2025-12-23T06:38:21.044Z,0,0,0,0
2025-12-23T06:39:21.045Z,0,0,0,0
2025-12-23T06:40:21.043Z,0,0,0,0
2025-12-23T06:41:21.043Z,0,0,0,0
2025-12-23T06:42:21.044Z,0,0,0,0
2025-12-23T06:43:21.044Z,0,0,0,0
2025-12-23T06:44:21.045Z,0,0,0,0
2025-12-23T06:45:21.046Z,0,0,0,0
2025-12-23T07:44:50.387Z,0,0,0,0
2025-12-23T07:45:50.385Z,0,0,0,0
2025-12-23T07:46:50.387Z,0,0,0,0
2025-12-23T07:47:50.387Z,0,0,0,0
2025-12-23T07:48:50.388Z,0,0,0,0
2025-12-23T07:49:50.387Z,0,0,0,0
2025-12-23T07:50:50.388Z,0,0,0,0
2025-12-23T07:51:50.388Z,0,0,0,0
2025-12-23T07:52:50.390Z,0,0,0,0
2025-12-23T07:53:50.389Z,0,0,0,0
2025-12-23T07:54:50.391Z,0,0,0,0
2025-12-23T07:55:50.390Z,0,0,0,0
2025-12-23T07:56:50.393Z,0,0,0,0
2025-12-23T07:57:50.392Z,0,0,0,0
2025-12-23T07:58:50.392Z,0,0,0,0
2025-12-23T07:59:50.393Z,0,0,0,0
2025-12-23T08:00:50.394Z,0,0,0,0
2025-12-23T08:01:50.394Z,0,0,0,0
2025-12-23T08:02:50.395Z,0,0,0,0
2025-12-23T08:03:50.397Z,0,0,0,0
2025-12-23T08:04:50.397Z,0,0,0,0
2025-12-23T08:05:50.397Z,0,0,0,0
2025-12-23T08:06:50.398Z,0,0,0,0
2025-12-23T08:07:50.399Z,0,0,0,0
2025-12-23T08:08:50.399Z,0,0,0,0
2025-12-23T08:09:50.399Z,0,0,0,0
2025-12-23T08:10:50.419Z,0,0,0,0
2025-12-23T08:11:50.419Z,0,0,0,0
2025-12-23T08:12:50.419Z,0,0,0,0
2025-12-23T08:19:50.469Z,0,0,0,0
2025-12-23T08:20:50.469Z,0,0,0,0
2025-12-23T08:21:50.475Z,0,0,0,0
2025-12-23T08:22:50.474Z,0,0,0,0
2025-12-23T08:23:50.470Z,0,0,0,0
2025-12-23T08:24:50.476Z,0,0,0,0
2025-12-23T08:25:50.473Z,0,0,0,0
2025-12-23T08:26:50.475Z,0,0,0,0
2025-12-23T08:27:50.474Z,0,0,0,0
2025-12-23T08:28:50.479Z,0,0,0,0
2025-12-23T08:29:50.478Z,0,0,0,0
2025-12-23T08:30:50.479Z,0,0,0,0
2025-12-23T08:31:50.486Z,0,0,0,0
2025-12-23T08:32:50.480Z,0,0,0,0
2025-12-23T08:33:50.478Z,0,0,0,0
2025-12-23T08:34:50.478Z,0,0,0,0
2025-12-23T08:35:50.478Z,0,0,0,0
2025-12-23T08:37:50.479Z,0,0,0,0
2025-12-23T08:38:50.481Z,0,0,0,0
2025-12-23T08:39:50.480Z,0,0,0,0
2025-12-23T08:40:50.525Z,0,0,0,0
2025-12-23T08:41:50.514Z,0,0,0,0
2025-12-23T08:42:50.515Z,0,0,0,0
2025-12-23T08:43:50.513Z,0,0,0,0
2025-12-23T08:44:50.554Z,0,0,0,0
2025-12-23T08:48:34.504Z,0,0,0,0
2025-12-23T09:02:15.191Z,0,0,0,0
2025-12-23T09:03:15.191Z,0,0,0,0
2025-12-23T09:04:15.191Z,0,0,0,0
2025-12-23T09:05:15.194Z,0,0,0,0
2025-12-23T09:06:15.194Z,0,0,0,0
2025-12-23T09:07:15.193Z,0,0,0,0
2025-12-23T09:08:15.197Z,0,0,0,0
2025-12-23T09:09:15.196Z,0,0,0,0
2025-12-23T09:10:15.195Z,0,0,0,0
2025-12-23T09:11:15.197Z,0,0,0,0
2025-12-23T09:14:27.875Z,0,0,0,0
2025-12-23T09:16:48.684Z,0,0,0,0
2025-12-23T09:18:19.761Z,0,0,0,0
2025-12-23T09:19:19.759Z,0,0,0,0
