time,temperature, vibrationX, vibrationY, vibrationZ
2025-12-30T04:15:27.586Z,0,0,0,0
2025-12-30T04:16:27.580Z,0,0,0,0
2025-12-30T04:17:27.579Z,0,0,0,0
2025-12-30T04:18:27.583Z,0,0,0,0
2025-12-30T04:19:27.602Z,0,0,0,0
2025-12-30T04:20:27.652Z,0,0,0,0
2025-12-30T04:21:27.850Z,0,0,0,0
2025-12-30T04:22:27.852Z,0,0,0,0
2025-12-30T04:23:27.850Z,0,0,0,0
2025-12-30T04:24:27.850Z,0,0,0,0
2025-12-30T04:25:27.850Z,0,0,0,0
2025-12-30T04:26:27.851Z,0,0,0,0
2025-12-30T04:27:27.853Z,0,0,0,0
2025-12-30T04:28:27.873Z,0,0,0,0
2025-12-30T04:29:27.854Z,0,0,0,0
2025-12-30T04:30:27.855Z,0,0,0,0
2025-12-30T04:31:27.854Z,0,0,0,0
2025-12-30T04:32:27.855Z,0,0,0,0
2025-12-30T04:33:27.854Z,0,0,0,0
2025-12-30T04:34:27.859Z,0,0,0,0
2025-12-30T04:35:27.860Z,0,0,0,0
