time,voltage,current,power,energy,frequency,pf
2025-12-30T04:15:27.574Z,236.845,0.11060000000000006,13.35333333333334,4326,49.985000000000014,0.5023333333333332
2025-12-30T04:16:27.576Z,236.69166666666672,0.1010333333333333,11.828333333333331,4326,49.970000000000006,0.47866666666666646
2025-12-30T04:17:27.575Z,236.80166666666673,0.12010000000000004,14.903333333333324,4326,50,0.5236666666666666
2025-12-30T04:18:27.576Z,236.64333333333337,0.11955,14.750000000000007,4326.216666666666,49.95833333333336,0.5211666666666669
2025-12-30T04:19:27.577Z,236.36610169491533,0.10833898305084744,12.383050847457627,4327,49.96610169491525,0.4754237288135596
2025-12-30T04:20:27.649Z,236.5183333333333,0.1277,15.566666666666672,4327,50,0.5163333333333334
2025-12-30T04:21:27.841Z,236.78499999999994,0.12749999999999995,15.581666666666674,4327,49.96500000000001,0.5168333333333333
2025-12-30T04:22:27.845Z,236.92950819672132,0.12660655737704918,15.514754098360655,4327.459016393443,50,0.5173770491803279
2025-12-30T04:23:27.846Z,237.17500000000013,0.10875000000000007,13.120000000000006,4328,49.95166666666671,0.49133333333333334
2025-12-30T04:24:27.846Z,237.26999999999998,0.11915000000000002,14.569999999999997,4328,49.99333333333333,0.5145000000000004
2025-12-30T04:25:27.848Z,236.94833333333332,0.08254999999999997,8.73,4328,50,0.4271666666666667
2025-12-30T04:26:27.847Z,236.78499999999994,0.09515000000000005,10.743333333333329,4328,50,0.4543333333333332
2025-12-30T04:27:27.849Z,236.36166666666668,0.11971666666666662,14.571666666666664,4328.316666666667,49.96333333333335,0.5143333333333339
2025-12-30T04:28:27.848Z,236.7966666666665,0.11835000000000008,14.368333333333316,4329,49.97666666666667,0.5130000000000001
2025-12-30T04:29:27.851Z,236.91333333333333,0.11898333333333323,14.41999999999999,4329,50,0.5100000000000007
2025-12-30T04:30:27.851Z,236.9383333333333,0.11913333333333331,14.444999999999995,4329,49.956666666666706,0.5100000000000007
2025-12-30T04:31:27.851Z,236.81666666666658,0.10546666666666658,12.311666666666666,4329.483333333334,49.96833333333334,0.4766666666666667
2025-12-30T04:32:27.851Z,236.64000000000013,0.09156666666666664,10.056666666666661,4330,49.998333333333335,0.4435000000000005
2025-12-30T04:33:27.851Z,236.54333333333332,0.11946666666666662,14.401666666666662,4330,49.94000000000004,0.5096666666666673
2025-12-30T04:34:27.856Z,236.52999999999994,0.11869999999999999,14.361666666666657,4330,49.93833333333336,0.5108333333333338
2025-12-30T04:35:27.856Z,236.93666666666658,0.07749999999999993,7.911666666666667,4330,49.983333333333334,0.4115
