time,voltage,current,power,energy,frequency,pf
2025-12-23T03:57:25.187Z,240.04499999999993,0.11818333333333339,14.28666666666667,3717,49.943333333333364,0.5025000000000002
2025-12-23T03:58:25.187Z,240.40999999999997,0.11825000000000004,14.268333333333326,3717.2166666666667,50,0.5006666666666667
2025-12-23T03:59:25.188Z,240.3583333333332,0.11843333333333336,14.261666666666663,3718,49.9566666666667,0.5003333333333333
2025-12-23T04:00:25.190Z,240.38166666666666,0.11853333333333341,14.246666666666666,3718,49.998333333333335,0.5
2025-12-23T04:01:25.189Z,240.17000000000016,0.1180333333333334,14.236666666666677,3718,49.97333333333334,0.5008333333333335
2025-12-23T04:02:25.189Z,240.2949999999999,0.11758333333333344,14.231666666666666,3718.3333333333335,50,0.503
2025-12-23T04:03:25.190Z,240.11000000000013,0.11786666666666676,14.22333333333334,3719,49.961666666666694,0.5018333333333335
2025-12-23T04:05:20.352Z,240.43333333333334,0.1183333333333334,14.271666666666667,3719,49.995000000000005,0.5
2025-12-23T04:06:20.352Z,240.1333333333335,0.11864999999999996,14.260000000000002,3719,49.968333333333355,0.5005000000000001
2025-12-23T04:07:20.352Z,240.285,0.11848333333333341,14.268333333333336,3719.733333333333,49.995,0.5001666666666666
2025-12-23T04:08:20.352Z,240.40999999999994,0.11838333333333334,14.263333333333328,3720,49.97666666666669,0.5003333333333334
2025-12-23T04:09:20.353Z,240.32333333333344,0.11851666666666673,14.270000000000003,3720,49.95500000000003,0.5
2025-12-23T04:10:20.353Z,240.10333333333344,0.11903333333333335,14.284999999999997,3720,49.98833333333334,0.4996666666666666
2025-12-23T04:11:20.356Z,240.3,0.1190833333333333,14.29666666666666,3720.883333333333,49.998333333333335,0.5000000000000001
2025-12-23T04:12:20.357Z,240.4169491525422,0.1181186440677967,14.25084745762712,3721,50,0.5016949152542375
2025-12-23T04:13:20.357Z,240.41166666666638,0.1177833333333334,14.274999999999995,3721,49.9366666666667,0.5028333333333337
2025-12-23T04:14:20.358Z,240.61166666666674,0.11748333333333338,14.208333333333343,3721,49.99666666666667,0.5016666666666667
2025-12-23T04:15:20.358Z,240.91499999999994,0.11756666666666674,14.211666666666671,3721.366666666667,49.998333333333335,0.5003333333333334
2025-12-23T04:16:20.358Z,240.86271186440686,0.11801694915254249,14.264406779661018,3722,50,0.5011864406779662
2025-12-23T04:17:20.359Z,240.79833333333326,0.11771666666666676,14.238333333333337,3722,49.96666666666669,0.5008333333333334
2025-12-23T04:18:20.360Z,241.0866666666668,0.11831666666666675,14.296666666666665,3722,49.97000000000001,0.5008333333333335
2025-12-23T04:19:20.361Z,241.19000000000008,0.11716666666666666,14.261666666666676,3722.5,50,0.5048333333333336
