time,voltage,current,power,energy,frequency,pf,lvl1,lvl2
2025-09-10T02:51:34.965Z,229.1258064516129,0.02819354838709679,2.0774193548387103,23,50,0.32354838709677425,0,0
2025-09-10T02:52:34.966Z,228.99999999999994,0.028066666666666684,2.0666666666666673,23,50,0.32266666666666666,0,0
2025-09-10T02:53:34.967Z,228.96999999999997,0.027800000000000016,2.076666666666667,23,50,0.32733333333333337,0,0
2025-09-10T02:54:34.968Z,228.9566666666666,0.027566666666666684,2.076666666666667,23,50,0.32966666666666666,0,0
2025-09-10T02:55:34.969Z,228.91999999999996,0.02763333333333335,2.0666666666666673,23,50,0.32733333333333337,0,0
2025-09-10T02:56:34.970Z,228.90333333333328,0.02763333333333335,2.0733333333333337,23,49.94666666666669,0.3283333333333333,0,0
2025-09-10T02:57:34.974Z,228.78000000000006,0.03150000000000002,2.080000000000001,23,49.91000000000001,0.2913333333333333,0,0
2025-09-10T02:58:34.975Z,228.82999999999993,0.029366666666666687,2.0700000000000007,23,49.96333333333334,0.31033333333333335,0,0
2025-09-10T02:59:34.977Z,228.8933333333334,0.03010000000000002,2.0866666666666673,23,50,0.3066666666666666,0,0
2025-09-10T03:00:34.977Z,228.92999999999998,0.028300000000000016,2.0866666666666673,23,50,0.325,0,0
2025-09-10T03:01:34.978Z,228.85333333333332,0.029300000000000017,2.0766666666666675,23,49.95333333333335,0.3123333333333333,0,0
2025-09-10T03:02:34.980Z,228.87999999999994,0.03266666666666669,2.076666666666667,23,50,0.27866666666666673,0,0
2025-09-10T03:03:34.981Z,229.00666666666658,0.028966666666666686,2.093333333333334,23,49.99666666666667,0.319,0,0
2025-09-10T03:04:34.982Z,228.86333333333337,0.02753333333333335,2.080000000000001,23,49.973333333333336,0.33066666666666666,0,0
2025-09-10T03:05:34.983Z,228.81666666666658,0.02743333333333335,2.0800000000000005,23.766666666666666,49.93666666666668,0.3316666666666667,0,0
2025-09-10T03:06:34.983Z,228.87999999999997,0.027566666666666684,2.0800000000000005,24,49.96666666666667,0.3303333333333333,0,0
2025-09-10T03:07:34.984Z,228.77,0.027466666666666684,2.0733333333333337,24,49.99333333333334,0.32966666666666666,0,0
2025-09-10T03:08:34.985Z,228.77333333333328,0.027833333333333352,2.083333333333334,24,49.97,0.32800000000000007,0,0
2025-09-10T03:09:34.986Z,228.6666666666667,0.027600000000000017,2.0866666666666673,24,49.96000000000001,0.331,0,0
2025-09-10T03:10:34.986Z,228.65333333333328,0.027466666666666684,2.076666666666667,24,49.980000000000004,0.3306666666666667,0,0
2025-09-10T03:11:34.987Z,228.67999999999992,0.027833333333333352,2.0766666666666675,24,49.99,0.32700000000000007,0,0
2025-09-10T03:12:34.987Z,228.68999999999994,0.02773333333333335,2.0733333333333337,24,49.96333333333333,0.32733333333333337,0,0
2025-09-10T03:13:34.989Z,228.66333333333338,0.02790000000000002,2.0900000000000007,24,49.98333333333334,0.329,0,0
2025-09-10T03:14:34.990Z,228.60333333333335,0.027600000000000017,2.093333333333334,24,49.99666666666667,0.33233333333333337,0,0
2025-09-10T03:15:34.991Z,228.58333333333334,0.02753333333333335,2.0700000000000007,24,49.98333333333335,0.32866666666666666,0,0
2025-09-10T03:16:34.992Z,228.57666666666677,0.027700000000000016,2.083333333333334,24,49.97,0.32966666666666666,0,0
2025-09-10T03:17:34.993Z,228.5566666666667,0.027500000000000017,2.0866666666666673,24,49.97333333333336,0.3323333333333333,0,0
2025-09-10T03:18:34.993Z,228.53666666666672,0.02773333333333335,2.083333333333334,24,49.98666666666667,0.329,0,0
2025-09-10T03:19:34.994Z,228.68999999999994,0.027766666666666683,2.0866666666666673,24,50,0.32966666666666666,0,0
2025-09-10T03:20:34.995Z,228.6833333333334,0.02763333333333335,2.0866666666666673,24,49.99666666666667,0.331,0,0
2025-09-10T03:21:34.995Z,228.65000000000006,0.028300000000000016,2.106666666666668,24,49.94666666666667,0.3266666666666667,0,0.2
2025-09-10T03:22:34.997Z,228.57999999999998,0.02913333333333335,2.176666666666668,24,50,0.3263333333333334,0,1.3
2025-09-10T03:23:34.997Z,228.60333333333338,0.029833333333333354,2.1933333333333342,24,50,0.3213333333333334,0,2
2025-09-10T03:24:34.998Z,228.50666666666666,0.031466666666666684,2.3500000000000005,24,49.96,0.32533333333333336,0,1.3
2025-09-10T03:25:34.998Z,228.46,0.10443333333333335,9.896666666666665,24,50,0.40833333333333327,0,1
2025-09-10T03:26:34.999Z,228.5933333333333,0.11203333333333342,10.726666666666667,24.533333333333335,50,0.41899999999999993,0,1
2025-09-10T03:27:35.000Z,228.54,0.1111000000000001,10.613333333333335,25,50,0.418,0,1
2025-09-10T03:28:34.999Z,228.45999999999992,0.10093333333333335,9.370000000000003,25,50,0.4033333333333336,0,1.3666666666666667
2025-09-10T03:29:35.001Z,228.3266666666667,0.07990000000000001,7.059999999999999,25,50,0.3863333333333335,0.7333333333333333,1.7333333333333334
2025-09-10T03:30:35.002Z,228.46666666666667,0.08766666666666666,7.916666666666667,25,49.99333333333333,0.3933333333333333,1,1
2025-09-10T03:31:35.002Z,228.46999999999994,0.08996666666666667,8.33666666666667,25,50,0.40333333333333343,1,0.9666666666666667
2025-09-10T03:32:35.003Z,228.4633333333333,0.07713333333333333,6.806666666666671,25,50,0.38633333333333353,1.1,0.5
2025-09-10T03:33:35.005Z,228.38333333333333,0.07800000000000001,6.883333333333337,25.933333333333334,49.94000000000002,0.3870000000000001,0.6666666666666666,1
2025-09-10T03:34:35.005Z,228.37,0.08070000000000001,7.196666666666668,26,49.940000000000005,0.39033333333333353,0.23333333333333334,1.2
2025-09-10T03:35:35.005Z,228.40666666666658,0.08400000000000002,7.480000000000001,26,49.97,0.3916666666666667,1.0333333333333334,2
2025-09-10T03:36:35.005Z,228.43333333333337,0.07706666666666666,6.816666666666668,26,50,0.3876666666666668,1.6666666666666667,1.6
2025-09-10T03:37:35.007Z,228.58333333333337,0.07853333333333333,6.903333333333337,26,50,0.3843333333333335,0.9333333333333333,1
2025-09-10T03:38:35.007Z,228.53666666666666,0.08690000000000003,7.909999999999999,26,50,0.39466666666666667,0,1
2025-09-10T03:39:35.007Z,228.48333333333338,0.08549999999999998,7.8066666666666675,26,50,0.40133333333333354,0.6,1.9666666666666666
2025-09-10T03:40:35.007Z,228.4099999999999,0.08079999999999998,7.170000000000001,26,49.98666666666667,0.3896666666666669,1.4,2
2025-09-10T03:41:35.007Z,228.45,0.0412,3.1866666666666674,26,49.93666666666669,0.3366666666666666,2,1.1666666666666667
2025-09-10T03:42:35.007Z,228.43666666666655,0.04126666666666667,3.1800000000000006,26,49.95666666666668,0.336,2,1
2025-09-10T03:43:35.007Z,228.51333333333343,0.0607,5.166666666666669,26.5,49.99666666666667,0.365,1.4666666666666666,1
2025-09-10T03:44:35.007Z,228.5133333333333,0.07696666666666667,6.866666666666671,27,49.98666666666668,0.3916666666666667,0.7333333333333333,1
2025-09-10T03:45:35.007Z,228.41333333333324,0.08096666666666669,7.183333333333335,27,49.936666666666675,0.3890000000000001,0.3333333333333333,1.1666666666666667
2025-09-10T03:46:35.007Z,228.50666666666663,0.0742,6.630000000000001,27,49.99666666666667,0.3863333333333335,1,2
2025-09-10T03:47:35.007Z,228.64999999999998,0.0708,6.183333333333333,27,49.980000000000004,0.3773333333333333,1.3666666666666667,1.4
2025-09-10T03:48:35.008Z,228.58999999999997,0.07773333333333333,6.910000000000002,27,49.98333333333335,0.3886666666666667,1.0333333333333334,1
2025-09-10T03:49:35.008Z,228.63999999999996,0.07473333333333333,6.600000000000002,27,49.97666666666667,0.38666666666666666,0.3333333333333333,1
2025-09-10T03:50:35.009Z,228.45999999999998,0.07016666666666667,6.076666666666668,27,49.980000000000004,0.3753333333333335,0,1.5333333333333334
2025-09-10T03:51:35.009Z,228.42999999999995,0.08243333333333333,7.49,27.133333333333333,49.97,0.39900000000000013,1,2
2025-09-10T03:52:35.009Z,228.49999999999994,0.062000000000000006,5.2433333333333305,28,50,0.3626666666666667,1.8333333333333333,2
2025-09-10T03:53:35.009Z,228.45999999999998,0.04170000000000001,3.2200000000000006,28,50,0.3356666666666666,2,2
2025-09-10T03:54:35.009Z,228.48666666666674,0.0415,3.1966666666666677,28,49.97333333333333,0.3346666666666667,2,1.7333333333333334
2025-09-10T03:55:35.009Z,228.50999999999988,0.04153333333333333,3.1766666666666676,28,49.99666666666667,0.3333333333333333,2,1
2025-09-10T03:56:35.010Z,228.45357142857142,0.09942857142857144,9.453571428571427,28,50,0.41285714285714276,1.0714285714285714,1
2025-09-10T03:57:35.010Z,228.57333333333332,0.11323333333333335,10.969999999999999,28,49.99333333333334,0.42499999999999993,1,1
2025-09-10T03:58:35.010Z,228.61,0.11200000000000004,10.906666666666665,28,49.96000000000001,0.42733333333333323,1,1
2025-09-10T03:59:35.010Z,228.43333333333328,0.11033333333333337,10.863333333333335,28,49.933333333333344,0.43066666666666653,1,1
2025-09-10T04:00:35.014Z,228.54000000000005,0.1106,10.83333333333334,28.3,50,0.4273333333333332,1,1
2025-09-10T04:01:35.016Z,228.37857142857143,0.11046428571428572,10.810714285714287,29,49.971428571428575,0.42928571428571416,1,1
2025-09-10T04:02:35.017Z,228.50312500000007,0.1108125,10.815625000000006,29,49.984375,0.4278124999999999,1,1
2025-09-10T04:03:35.018Z,228.64666666666665,0.11010000000000002,10.806666666666672,29,50,0.4293333333333332,1,1
2025-09-10T04:04:35.018Z,228.66000000000003,0.11050000000000006,10.796666666666674,29,50,0.42866666666666653,1.0333333333333334,1
2025-09-10T04:05:35.019Z,228.57666666666668,0.07773333333333331,6.843333333333336,29,50,0.38666666666666677,1,1
2025-09-10T04:06:35.020Z,228.64333333333332,0.07226666666666665,6.269999999999999,29.533333333333335,50,0.3789999999999998,0.26666666666666666,1.1
